person_id,zone_id,entry_time,exit_time,dwell_s,gender,age_range,visit_date,hour_of_day
P_08440,Z_C1,2025-03-14 17:33:34,2025-03-14 17:34:01,27,F,middle_aged,2025-03-14,17
P_08441,Z_C2,2025-03-14 17:22:55,2025-03-14 17:23:23,28,F,adult,2025-03-14,17
P_08441,Z_C3,2025-03-14 17:23:57,2025-03-14 17:24:32,35,F,adult,2025-03-14,17
P_08441,Z_N2,2025-03-14 17:24:50,2025-03-14 17:29:15,265,F,adult,2025-03-14,17
P_08441,Z_N4,2025-03-14 17:29:26,2025-03-14 17:34:16,290,F,adult,2025-03-14,17
P_08441,Z_CK,2025-03-14 17:34:39,2025-03-14 17:37:16,157,F,adult,2025-03-14,17
P_08441,Z_E1,2025-03-14 17:37:50,2025-03-14 17:38:09,19,F,adult,2025-03-14,17
P_08442,Z_C1,2025-03-14 17:23:22,2025-03-14 17:23:36,14,M,adult,2025-03-14,17
P_08442,Z_S4,2025-03-14 17:23:54,2025-03-14 17:24:27,33,M,adult,2025-03-14,17
P_08442,Z_C1,2025-03-14 17:24:34,2025-03-14 17:24:52,22,M,adult,2025-03-14,17
P_08442,Z_S5,2025-03-14 17:25:02,2025-03-14 17:27:27,145,M,adult,2025-03-14,17
P_08443,Z_E2,2025-03-14 17:23:36,2025-03-14 17:23:45,0,F,child,2025-03-14,17
P_08443,Z_C1,2025-03-14 17:24:18,2025-03-14 17:24:40,22,F,child,2025-03-14,17
P_08443,Z_C2,2025-03-14 17:24:56,2025-03-14 17:25:30,34,F,child,2025-03-14,17
P_08443,Z_C3,2025-03-14 17:25:39,2025-03-14 17:26:03,24,F,child,2025-03-14,17
P_08443,Z_N10,2025-03-14 17:26:29,2025-03-14 17:28:42,133,F,child,2025-03-14,17
P_08444,Z_N6,2025-03-14 17:23:36,2025-03-14 17:29:18,342,F,middle_aged,2025-03-14,17
P_08445,Z_S5,2025-03-14 17:24:48,2025-03-14 17:25:51,63,M,senior,2025-03-14,17
P_08445,Z_S7,2025-03-14 17:26:03,2025-03-14 17:30:24,261,M,senior,2025-03-14,17
P_08445,Z_S6,2025-03-14 17:30:56,2025-03-14 17:36:31,335,M,senior,2025-03-14,17
P_08446,Z_CK,2025-03-14 17:25:32,2025-03-14 17:30:13,284,M,adult,2025-03-14,17
P_08446,Z_E1,2025-03-14 17:30:32,2025-03-14 17:30:32,0,M,adult,2025-03-14,17
P_08447,Z_E1,2025-03-14 17:25:32,2025-03-14 17:25:40,0,M,young_adult,2025-03-14,17
P_08447,Z_C1,2025-03-14 17:25:49,2025-03-14 17:25:59,0,M,young_adult,2025-03-14,17
P_08447,Z_N9,2025-03-14 17:26:07,2025-03-14 17:28:10,204,M,young_adult,2025-03-14,17
P_08447,Z_N7,2025-03-14 17:28:14,2025-03-14 17:31:37,0,M,young_adult,2025-03-14,17
P_08447,Z_C1,2025-03-14 17:31:38,2025-03-14 17:32:02,24,M,young_adult,2025-03-14,17
P_08447,Z_S6,2025-03-14 17:32:28,2025-03-14 17:32:28,0,M,young_adult,2025-03-14,17
P_08448,Z_N5,2025-03-14 17:25:35,2025-03-14 17:27:59,144,M,adult,2025-03-14,17
P_08449,Z_C3,2025-03-14 17:25:41,2025-03-14 17:26:08,27,M,adult,2025-03-14,17
P_08449,Z_C2,2025-03-14 17:26:19,2025-03-14 17:26:33,14,M,adult,2025-03-14,17
P_08449,Z_C2,2025-03-14 17:26:44,2025-03-14 17:27:13,29,M,adult,2025-03-14,17
P_08449,Z_N2,2025-03-14 17:27:38,2025-03-14 17:29:03,85,M,adult,2025-03-14,17
P_08449,Z_N10,2025-03-14 17:29:14,2025-03-14 17:32:12,178,M,adult,2025-03-14,17
P_08450,Z_E2,2025-03-14 17:25:50,2025-03-14 17:26:02,12,M,adult,2025-03-14,17
P_08450,Z_N8,2025-03-14 17:26:05,2025-03-14 17:30:15,250,M,adult,2025-03-14,17
P_08450,Z_C2,2025-03-14 17:30:30,2025-03-14 17:30:57,27,M,adult,2025-03-14,17
P_08450,Z_N9,2025-03-14 17:32:39,2025-03-14 17:36:44,245,M,adult,2025-03-14,17
P_08450,Z_N10,2025-03-14 17:38:42,2025-03-14 17:40:17,95,M,adult,2025-03-14,17
P_08451,Z_S1,2025-03-14 17:26:07,2025-03-14 17:30:49,282,M,young_adult,2025-03-14,17
P_08452,Z_C2,2025-03-14 17:26:20,2025-03-14 17:26:44,24,M,young_adult,2025-03-14,17
P_08452,Z_C3,2025-03-14 17:27:00,2025-03-14 17:27:27,27,M,young_adult,2025-03-14,17
P_08452,Z_N10,2025-03-14 17:27:41,2025-03-14 17:28:24,43,M,young_adult,2025-03-14,17
P_08453,Z_C3,2025-03-14 17:27:02,2025-03-14 17:27:21,19,M,adult,2025-03-14,17
P_08453,Z_C2,2025-03-14 17:27:28,2025-03-14 17:27:50,25,M,adult,2025-03-14,17
P_08453,Z_N9,2025-03-14 17:28:10,2025-03-14 17:31:40,221,M,adult,2025-03-14,17
P_08453,Z_C1,2025-03-14 17:32:09,2025-03-14 17:32:21,12,M,adult,2025-03-14,17
P_08453,Z_N5,2025-03-14 17:32:22,2025-03-14 17:34:14,226,M,adult,2025-03-14,17
P_08453,Z_C2,2025-03-14 17:35:03,2025-03-14 17:35:13,0,M,adult,2025-03-14,17
P_08453,Z_C3,2025-03-14 17:35:25,2025-03-14 17:35:55,30,M,adult,2025-03-14,17
P_08453,Z_N7,2025-03-14 17:36:06,2025-03-14 17:38:48,109,M,adult,2025-03-14,17
P_08453,Z_C2,2025-03-14 17:39:07,2025-03-14 17:39:54,21,M,adult,2025-03-14,17
P_08453,Z_S6,2025-03-14 17:40:27,2025-03-14 17:42:49,142,M,adult,2025-03-14,17
P_08453,Z_E1,2025-03-14 17:43:01,2025-03-14 17:43:12,11,M,adult,2025-03-14,17
P_08453,Z_S3,2025-03-14 17:45:17,2025-03-14 17:49:54,277,M,adult,2025-03-14,17
P_08453,Z_C2,2025-03-14 17:50:22,2025-03-14 17:50:45,23,M,adult,2025-03-14,17
P_08454,Z_C3,2025-03-14 17:27:17,2025-03-14 17:27:28,11,M,middle_aged,2025-03-14,17
P_08454,Z_N5,2025-03-14 17:27:28,2025-03-14 17:32:01,273,M,middle_aged,2025-03-14,17
P_08454,Z_C2,2025-03-14 17:32:29,2025-03-14 17:32:49,20,M,middle_aged,2025-03-14,17
P_08454,Z_C2,2025-03-14 17:33:12,2025-03-14 17:33:32,20,M,middle_aged,2025-03-14,17
P_08455,Z_E2,2025-03-14 17:27:32,2025-03-14 17:27:47,15,F,child,2025-03-14,17
P_08455,Z_C1,2025-03-14 17:28:09,2025-03-14 17:28:38,29,F,child,2025-03-14,17
P_08455,Z_C2,2025-03-14 17:29:04,2025-03-14 17:29:20,31,F,child,2025-03-14,17
P_08455,Z_C1,2025-03-14 17:29:38,2025-03-14 17:30:13,35,F,child,2025-03-14,17
P_08455,Z_S7,2025-03-14 17:30:31,2025-03-14 17:34:15,224,F,child,2025-03-14,17
P_08455,Z_N8,2025-03-14 17:34:48,2025-03-14 17:37:26,158,F,child,2025-03-14,17
P_08455,Z_N9,2025-03-14 17:37:51,2025-03-14 17:40:19,148,F,child,2025-03-14,17
P_08455,Z_C2,2025-03-14 17:40:39,2025-03-14 17:41:00,21,F,child,2025-03-14,17
P_08455,Z_C1,2025-03-14 17:41:16,2025-03-14 17:41:45,29,F,child,2025-03-14,17
P_08455,Z_S3,2025-03-14 17:42:19,2025-03-14 17:44:40,141,F,child,2025-03-14,17
P_08456,Z_C2,2025-03-14 17:27:54,2025-03-14 17:28:15,21,M,middle_aged,2025-03-14,17
P_08456,Z_C1,2025-03-14 17:28:26,2025-03-14 17:28:45,19,M,middle_aged,2025-03-14,17
P_08456,Z_S3,2025-03-14 17:29:02,2025-03-14 17:33:44,282,M,middle_aged,2025-03-14,17
P_08457,Z_E1,2025-03-14 17:27:55,2025-03-14 17:28:15,20,M,young_adult,2025-03-14,17
P_08457,Z_N1,2025-03-14 17:28:40,2025-03-14 17:30:45,125,M,young_adult,2025-03-14,17
P_08458,Z_C2,2025-03-14 17:28:49,2025-03-14 17:29:15,26,F,senior,2025-03-14,17
P_08458,Z_C1,2025-03-14 17:29:25,2025-03-14 17:29:40,15,F,senior,2025-03-14,17
P_08458,Z_CK,2025-03-14 17:29:49,2025-03-14 17:31:00,71,F,senior,2025-03-14,17
P_08458,Z_E2,2025-03-14 17:31:29,2025-03-14 17:31:39,0,F,senior,2025-03-14,17
P_08459,Z_N6,2025-03-14 17:28:57,2025-03-14 17:30:30,93,M,young_adult,2025-03-14,17
P_08459,Z_C2,2025-03-14 17:30:53,2025-03-14 17:32:30,29,M,young_adult,2025-03-14,17
P_08459,Z_C2,2025-03-14 17:32:45,2025-03-14 17:33:05,20,M,young_adult,2025-03-14,17
P_08459,Z_E2,2025-03-14 17:33:08,2025-03-14 17:33:08,0,M,young_adult,2025-03-14,17
P_08460,Z_C1,2025-03-14 17:29:07,2025-03-14 17:29:23,16,M,teenager,2025-03-14,17
P_08460,Z_CK,2025-03-14 17:29:56,2025-03-14 17:32:47,171,M,teenager,2025-03-14,17
P_08460,Z_E1,2025-03-14 17:32:55,2025-03-14 17:33:06,11,M,teenager,2025-03-14,17
P_08460,Z_E1,2025-03-14 17:37:56,2025-03-14 17:38:05,0,M,teenager,2025-03-14,17
P_08460,Z_C1,2025-03-14 17:38:14,2025-03-14 17:38:32,18,M,teenager,2025-03-14,17
P_08460,Z_C2,2025-03-14 17:38:47,2025-03-14 17:39:21,34,M,teenager,2025-03-14,17
P_08460,Z_C3,2025-03-14 17:39:46,2025-03-14 17:40:09,23,M,teenager,2025-03-14,17
P_08460,Z_N7,2025-03-14 17:40:43,2025-03-14 17:43:56,193,M,teenager,2025-03-14,17
P_08460,Z_N4,2025-03-14 17:44:06,2025-03-14 17:45:53,107,M,teenager,2025-03-14,17
P_08461,Z_C3,2025-03-14 17:29:55,2025-03-14 17:30:14,19,F,child,2025-03-14,17
P_08461,Z_N7,2025-03-14 17:30:24,2025-03-14 17:32:07,103,F,child,2025-03-14,17
P_08461,Z_N5,2025-03-14 17:32:42,2025-03-14 17:34:27,105,F,child,2025-03-14,17
P_08461,Z_C2,2025-03-14 17:34:47,2025-03-14 17:35:19,32,F,child,2025-03-14,17
P_08461,Z_C3,2025-03-14 17:35:50,2025-03-14 17:36:02,12,F,child,2025-03-14,17
P_08461,Z_N1,2025-03-14 17:36:11,2025-03-14 17:38:20,129,F,child,2025-03-14,17
P_08461,Z_C2,2025-03-14 17:38:43,2025-03-14 17:38:56,13,F,child,2025-03-14,17
P_08461,Z_C1,2025-03-14 17:39:10,2025-03-14 17:39:35,25,F,child,2025-03-14,17
P_08461,Z_CK,2025-03-14 17:40:05,2025-03-14 17:44:08,243,F,child,2025-03-14,17
P_08461,Z_E2,2025-03-14 17:44:29,2025-03-14 17:44:35,0,F,child,2025-03-14,17
P_08461,Z_C2,2025-03-14 17:44:54,2025-03-14 17:45:22,28,F,child,2025-03-14,17
P_08461,Z_C1,2025-03-14 17:45:33,2025-03-14 17:45:52,19,F,child,2025-03-14,17
P_08461,Z_CK,2025-03-14 17:46:04,2025-03-14 17:49:52,228,F,child,2025-03-14,17
P_08461,Z_E1,2025-03-14 17:50:08,2025-03-14 17:50:16,0,F,child,2025-03-14,17
P_08461,Z_E1,2025-03-14 17:55:11,2025-03-14 17:55:24,13,F,child,2025-03-14,17
P_08461,Z_C1,2025-03-14 17:55:38,2025-03-14 17:55:50,12,F,child,2025-03-14,17
P_08461,Z_C1,2025-03-14 17:56:24,2025-03-14 17:56:59,35,F,child,2025-03-14,17
P_08461,Z_S5,2025-03-14 17:57:30,2025-03-14 17:58:00,30,F,child,2025-03-14,17
P_08462,Z_N7,2025-03-14 17:30:05,2025-03-14 17:31:20,75,M,teenager,2025-03-14,17
P_08462,Z_N2,2025-03-14 17:31:37,2025-03-14 17:34:48,191,M,teenager,2025-03-14,17
P_08462,Z_N5,2025-03-14 17:35:17,2025-03-14 17:40:09,292,M,teenager,2025-03-14,17
P_08462,Z_C2,2025-03-14 17:40:40,2025-03-14 17:41:11,31,M,teenager,2025-03-14,17
P_08462,Z_C1,2025-03-14 17:41:42,2025-03-14 17:41:55,13,M,teenager,2025-03-14,17
P_08462,Z_CK,2025-03-14 17:42:09,2025-03-14 17:44:18,129,M,teenager,2025-03-14,17
P_08462,Z_E2,2025-03-14 17:44:31,2025-03-14 17:44:49,18,M,teenager,2025-03-14,17
P_08462,Z_C2,2025-03-14 17:46:15,2025-03-14 17:46:49,34,M,teenager,2025-03-14,17
P_08462,Z_C1,2025-03-14 17:47:00,2025-03-14 17:47:24,24,M,teenager,2025-03-14,17
P_08462,Z_S5,2025-03-14 17:47:57,2025-03-14 17:48:35,38,M,teenager,2025-03-14,17
P_08462,Z_C2,2025-03-14 17:49:10,2025-03-14 17:49:42,32,M,teenager,2025-03-14,17
P_08462,Z_C1,2025-03-14 17:50:10,2025-03-14 17:50:39,29,M,teenager,2025-03-14,17
P_08462,Z_CK,2025-03-14 17:51:06,2025-03-14 17:53:26,140,M,teenager,2025-03-14,17
P_08462,Z_E2,2025-03-14 17:53:37,2025-03-14 17:53:47,0,M,teenager,2025-03-14,17
P_08463,Z_E2,2025-03-14 17:30:06,2025-03-14 17:30:12,0,F,young_adult,2025-03-14,17
P_08463,Z_C1,2025-03-14 17:30:28,2025-03-14 17:30:30,0,F,young_adult,2025-03-14,17
P_08463,Z_CK,2025-03-14 17:30:43,2025-03-14 17:34:54,251,F,young_adult,2025-03-14,17
P_08463,Z_E2,2025-03-14 17:35:14,2025-03-14 17:35:33,19,F,young_adult,2025-03-14,17
P_08463,Z_C2,2025-03-14 17:36:51,2025-03-14 17:37:23,32,F,young_adult,2025-03-14,17
P_08463,Z_C1,2025-03-14 17:37:53,2025-03-14 17:38:01,0,F,young_adult,2025-03-14,17
P_08463,Z_S1,2025-03-14 17:38:21,2025-03-14 17:41:28,187,F,young_adult,2025-03-14,17
P_08464,Z_N6,2025-03-14 17:30:08,2025-03-14 17:31:37,89,M,child,2025-03-14,17
P_08464,Z_C2,2025-03-14 17:32:02,2025-03-14 17:32:16,14,M,child,2025-03-14,17
P_08464,Z_C1,2025-03-14 17:32:50,2025-03-14 17:33:04,14,M,child,2025-03-14,17
P_08464,Z_CK,2025-03-14 17:33:20,2025-03-14 17:34:33,73,M,child,2025-03-14,17
P_08464,Z_E1,2025-03-14 17:34:56,2025-03-14 17:35:08,12,M,child,2025-03-14,17
P_08464,Z_E1,2025-03-14 17:35:13,2025-03-14 17:35:24,11,M,child,2025-03-14,17
P_08464,Z_C1,2025-03-14 17:35:39,2025-03-14 17:36:10,31,M,child,2025-03-14,17
P_08464,Z_S4,2025-03-14 17:36:20,2025-03-14 17:39:38,198,M,child,2025-03-14,17
P_08464,Z_C2,2025-03-14 17:39:47,2025-03-14 17:40:05,18,M,child,2025-03-14,17
P_08464,Z_C3,2025-03-14 17:40:32,2025-03-14 17:41:07,35,M,child,2025-03-14,17
P_08464,Z_N3,2025-03-14 17:41:30,2025-03-14 17:42:38,68,M,child,2025-03-14,17
P_08465,Z_C3,2025-03-14 17:30:20,2025-03-14 17:30:46,26,M,young_adult,2025-03-14,17
P_08465,Z_C1,2025-03-14 17:30:51,2025-03-14 17:31:12,21,M,young_adult,2025-03-14,17
P_08465,Z_S7,2025-03-14 17:31:13,2025-03-14 17:32:15,62,M,young_adult,2025-03-14,17
P_08465,Z_N8,2025-03-14 17:32:23,2025-03-14 17:33:52,89,M,young_adult,2025-03-14,17
P_08465,Z_N5,2025-03-14 17:35:38,2025-03-14 17:39:43,245,M,young_adult,2025-03-14,17
P_08465,Z_E2,2025-03-14 17:40:18,2025-03-14 17:44:04,0,M,young_adult,2025-03-14,17
P_08465,Z_C1,2025-03-14 17:44:24,2025-03-14 17:44:46,22,M,young_adult,2025-03-14,17
P_08465,Z_C2,2025-03-14 17:48:46,2025-03-14 17:49:12,26,M,young_adult,2025-03-14,17
P_08466,Z_E1,2025-03-14 17:30:32,2025-03-14 17:30:40,0,M,adult,2025-03-14,17
P_08466,Z_E1,2025-03-14 17:30:47,2025-03-14 17:31:00,13,M,adult,2025-03-14,17
P_08466,Z_C1,2025-03-14 17:31:10,2025-03-14 17:31:44,34,M,adult,2025-03-14,17
P_08466,Z_S4,2025-03-14 17:31:55,2025-03-14 17:34:31,156,M,adult,2025-03-14,17
P_08466,Z_N3,2025-03-14 17:34:33,2025-03-14 17:39:20,287,M,adult,2025-03-14,17
P_08466,Z_C1,2025-03-14 17:39:41,2025-03-14 17:39:58,17,M,adult,2025-03-14,17
P_08466,Z_C1,2025-03-14 17:40:15,2025-03-14 17:40:46,31,M,adult,2025-03-14,17
P_08466,Z_S4,2025-03-14 17:41:02,2025-03-14 17:45:11,249,M,adult,2025-03-14,17
P_08467,Z_E1,2025-03-14 17:30:52,2025-03-14 17:31:12,20,F,adult,2025-03-14,17
P_08467,Z_C2,2025-03-14 17:31:32,2025-03-14 17:31:56,24,F,adult,2025-03-14,17
P_08467,Z_C1,2025-03-14 17:32:04,2025-03-14 17:32:19,19,F,adult,2025-03-14,17
P_08467,Z_S5,2025-03-14 17:32:32,2025-03-14 17:33:15,43,F,adult,2025-03-14,17
P_08467,Z_C1,2025-03-14 17:34:15,2025-03-14 17:34:29,14,F,adult,2025-03-14,17
P_08467,Z_C2,2025-03-14 17:34:39,2025-03-14 17:34:50,11,F,adult,2025-03-14,17
P_08467,Z_S4,2025-03-14 17:35:42,2025-03-14 17:40:07,0,F,adult,2025-03-14,17
P_08467,Z_C2,2025-03-14 17:40:18,2025-03-14 17:40:49,31,F,adult,2025-03-14,17
P_08467,Z_C1,2025-03-14 17:41:40,2025-03-14 17:41:59,0,F,adult,2025-03-14,17
P_08467,Z_C2,2025-03-14 17:42:10,2025-03-14 17:42:22,12,F,adult,2025-03-14,17
P_08467,Z_E1,2025-03-14 17:42:27,2025-03-14 17:42:36,0,F,adult,2025-03-14,17
P_08467,Z_C3,2025-03-14 17:42:41,2025-03-14 17:42:51,0,F,adult,2025-03-14,17
P_08467,Z_C1,2025-03-14 17:43:02,2025-03-14 17:43:16,14,F,adult,2025-03-14,17
P_08467,Z_E2,2025-03-14 17:43:20,2025-03-14 17:43:26,0,F,adult,2025-03-14,17
P_08467,Z_S6,2025-03-14 17:43:35,2025-03-14 17:47:15,220,F,adult,2025-03-14,17
P_08467,Z_S3,2025-03-14 17:47:32,2025-03-14 17:50:42,190,F,adult,2025-03-14,17
P_08468,Z_CK,2025-03-14 17:30:56,2025-03-14 17:35:25,269,F,middle_aged,2025-03-14,17
P_08468,Z_E1,2025-03-14 17:35:57,2025-03-14 17:36:10,13,F,middle_aged,2025-03-14,17
P_08468,Z_E2,2025-03-14 17:36:15,2025-03-14 17:36:22,0,F,middle_aged,2025-03-14,17
P_08468,Z_E1,2025-03-14 17:39:11,2025-03-14 17:39:22,11,F,middle_aged,2025-03-14,17
P_08468,Z_C1,2025-03-14 17:39:38,2025-03-14 17:39:49,11,F,middle_aged,2025-03-14,17
P_08468,Z_C2,2025-03-14 17:40:02,2025-03-14 17:40:18,16,F,middle_aged,2025-03-14,17
P_08468,Z_C3,2025-03-14 17:40:44,2025-03-14 17:41:04,20,F,middle_aged,2025-03-14,17
P_08468,Z_N7,2025-03-14 17:41:20,2025-03-14 17:43:39,139,F,middle_aged,2025-03-14,17
P_08468,Z_N6,2025-03-14 17:44:00,2025-03-14 17:46:56,176,F,middle_aged,2025-03-14,17
P_08468,Z_N10,2025-03-14 17:47:19,2025-03-14 17:50:00,161,F,middle_aged,2025-03-14,17
P_08468,Z_N2,2025-03-14 17:50:26,2025-03-14 17:52:30,124,F,middle_aged,2025-03-14,17
P_08468,Z_N3,2025-03-14 17:52:42,2025-03-14 17:55:10,148,F,middle_aged,2025-03-14,17
P_08469,Z_S3,2025-03-14 17:30:57,2025-03-14 17:36:05,308,M,senior,2025-03-14,17
P_08470,Z_N2,2025-03-14 17:31:19,2025-03-14 17:35:16,237,M,young_adult,2025-03-14,17
P_08471,Z_S3,2025-03-14 17:31:30,2025-03-14 17:33:37,127,M,young_adult,2025-03-14,17
P_08472,Z_C2,2025-03-14 17:32:36,2025-03-14 17:32:50,14,F,adult,2025-03-14,17
P_08472,Z_C3,2025-03-14 17:33:07,2025-03-14 17:33:39,32,F,adult,2025-03-14,17
P_08472,Z_C2,2025-03-14 17:33:46,2025-03-14 17:33:56,0,F,adult,2025-03-14,17
P_08472,Z_N10,2025-03-14 17:33:59,2025-03-14 17:35:17,78,F,adult,2025-03-14,17
P_08472,Z_C1,2025-03-14 17:35:18,2025-03-14 17:35:30,12,F,adult,2025-03-14,17
P_08472,Z_C2,2025-03-14 17:35:32,2025-03-14 17:35:43,11,F,adult,2025-03-14,17
P_08472,Z_C1,2025-03-14 17:36:16,2025-03-14 17:36:49,33,F,adult,2025-03-14,17
P_08472,Z_S1,2025-03-14 17:37:05,2025-03-14 17:41:05,240,F,adult,2025-03-14,17
P_08472,Z_C3,2025-03-14 17:41:12,2025-03-14 17:41:41,29,F,adult,2025-03-14,17
P_08472,Z_N6,2025-03-14 17:41:56,2025-03-14 17:44:17,141,F,adult,2025-03-14,17
P_08472,Z_C2,2025-03-14 17:44:47,2025-03-14 17:44:47,0,F,adult,2025-03-14,17
P_08473,Z_C1,2025-03-14 17:32:49,2025-03-14 17:33:13,24,M,young_adult,2025-03-14,17
P_08473,Z_C3,2025-03-14 17:33:22,2025-03-14 17:33:56,34,M,young_adult,2025-03-14,17
P_08473,Z_C1,2025-03-14 17:34:25,2025-03-14 17:34:42,17,M,young_adult,2025-03-14,17
P_08473,Z_C1,2025-03-14 17:34:44,2025-03-14 17:35:01,0,M,young_adult,2025-03-14,17
P_08473,Z_C1,2025-03-14 17:35:35,2025-03-14 17:35:57,22,M,young_adult,2025-03-14,17
P_08473,Z_E2,2025-03-14 17:36:33,2025-03-14 17:36:43,0,M,young_adult,2025-03-14,17
P_08473,Z_C3,2025-03-14 17:37:14,2025-03-14 17:37:37,23,M,young_adult,2025-03-14,17
P_08474,Z_E2,2025-03-14 17:32:49,2025-03-14 17:33:07,18,F,teenager,2025-03-14,17
P_08474,Z_C1,2025-03-14 17:33:34,2025-03-14 17:33:59,31,F,teenager,2025-03-14,17
P_08474,Z_C2,2025-03-14 17:34:31,2025-03-14 17:35:02,31,F,teenager,2025-03-14,17
P_08474,Z_C3,2025-03-14 17:35:17,2025-03-14 17:35:33,16,F,teenager,2025-03-14,17
P_08474,Z_E2,2025-03-14 17:36:06,2025-03-14 17:36:18,12,F,teenager,2025-03-14,17
P_08475,Z_E2,2025-03-14 17:33:17,2025-03-14 17:33:32,15,M,middle_aged,2025-03-14,17
P_08475,Z_S5,2025-03-14 17:33:53,2025-03-14 17:33:53,0,M,middle_aged,2025-03-14,17
P_08476,Z_C1,2025-03-14 17:33:21,2025-03-14 17:33:36,15,M,middle_aged,2025-03-14,17
P_08476,Z_C1,2025-03-14 17:33:45,2025-03-14 17:33:53,0,M,middle_aged,2025-03-14,17
P_08476,Z_S5,2025-03-14 17:33:59,2025-03-14 17:36:19,118,M,middle_aged,2025-03-14,17
P_08476,Z_C2,2025-03-14 17:36:52,2025-03-14 17:37:10,18,M,middle_aged,2025-03-14,17
P_08476,Z_C1,2025-03-14 17:37:34,2025-03-14 17:37:56,22,M,middle_aged,2025-03-14,17
P_08476,Z_C2,2025-03-14 17:38:26,2025-03-14 17:39:39,29,M,middle_aged,2025-03-14,17
P_08476,Z_C3,2025-03-14 17:40:10,2025-03-14 17:43:10,34,M,middle_aged,2025-03-14,17
P_08476,Z_C2,2025-03-14 17:43:12,2025-03-14 17:43:30,18,M,middle_aged,2025-03-14,17
P_08476,Z_C3,2025-03-14 17:43:58,2025-03-14 17:44:20,0,M,middle_aged,2025-03-14,17
P_08476,Z_E2,2025-03-14 17:44:21,2025-03-14 17:44:30,0,M,middle_aged,2025-03-14,17
P_08476,Z_C1,2025-03-14 17:44:47,2025-03-14 17:45:20,33,M,middle_aged,2025-03-14,17
P_08476,Z_N1,2025-03-14 17:45:52,2025-03-14 17:50:15,263,M,middle_aged,2025-03-14,17
P_08476,Z_E2,2025-03-14 17:51:20,2025-03-14 17:51:38,0,M,middle_aged,2025-03-14,17
P_08476,Z_C1,2025-03-14 17:51:41,2025-03-14 17:52:10,29,M,middle_aged,2025-03-14,17
P_08477,Z_C1,2025-03-14 17:33:23,2025-03-14 17:33:33,0,M,young_adult,2025-03-14,17
P_08477,Z_C2,2025-03-14 17:33:46,2025-03-14 17:34:18,32,M,young_adult,2025-03-14,17
P_08477,Z_C2,2025-03-14 17:34:23,2025-03-14 17:34:33,0,M,young_adult,2025-03-14,17
P_08477,Z_C3,2025-03-14 17:34:34,2025-03-14 17:35:07,33,M,young_adult,2025-03-14,17
P_08477,Z_E2,2025-03-14 17:35:22,2025-03-14 17:35:40,18,M,young_adult,2025-03-14,17
P_08477,Z_N5,2025-03-14 17:35:41,2025-03-14 17:36:23,42,M,young_adult,2025-03-14,17
P_08477,Z_C2,2025-03-14 17:36:28,2025-03-14 17:36:48,27,M,young_adult,2025-03-14,17
P_08477,Z_C1,2025-03-14 17:37:05,2025-03-14 17:37:25,28,M,young_adult,2025-03-14,17
P_08477,Z_N2,2025-03-14 17:37:36,2025-03-14 17:39:50,134,M,young_adult,2025-03-14,17
P_08477,Z_E1,2025-03-14 17:40:15,2025-03-14 17:40:28,13,M,young_adult,2025-03-14,17
P_08478,Z_CK,2025-03-14 17:33:25,2025-03-14 17:34:48,83,M,young_adult,2025-03-14,17
P_08478,Z_E1,2025-03-14 17:34:57,2025-03-14 17:35:10,13,M,young_adult,2025-03-14,17
P_08478,Z_CK,2025-03-14 17:35:13,2025-03-14 17:39:44,282,M,young_adult,2025-03-14,17
P_08478,Z_S5,2025-03-14 17:39:47,2025-03-14 17:42:03,136,M,young_adult,2025-03-14,17
P_08479,Z_C2,2025-03-14 17:33:47,2025-03-14 17:33:57,0,M,young_adult,2025-03-14,17
P_08479,Z_N10,2025-03-14 17:34:10,2025-03-14 17:37:19,189,M,young_adult,2025-03-14,17
P_08479,Z_C2,2025-03-14 17:37:20,2025-03-14 17:37:42,22,M,young_adult,2025-03-14,17
P_08479,Z_C2,2025-03-14 17:37:53,2025-03-14 17:38:06,13,M,young_adult,2025-03-14,17
P_08479,Z_S2,2025-03-14 17:38:09,2025-03-14 17:39:12,63,M,young_adult,2025-03-14,17
P_08480,Z_S2,2025-03-14 17:34:02,2025-03-14 17:38:15,253,M,middle_aged,2025-03-14,17
P_08480,Z_E1,2025-03-14 17:38:17,2025-03-14 17:38:30,13,M,middle_aged,2025-03-14,17
P_08480,Z_C1,2025-03-14 17:38:41,2025-03-14 17:39:00,19,M,middle_aged,2025-03-14,17
P_08480,Z_C3,2025-03-14 17:39:06,2025-03-14 17:39:21,15,M,middle_aged,2025-03-14,17
P_08480,Z_N1,2025-03-14 17:39:32,2025-03-14 17:40:38,66,M,middle_aged,2025-03-14,17
P_08480,Z_N10,2025-03-14 17:41:02,2025-03-14 17:46:30,178,M,middle_aged,2025-03-14,17
P_08480,Z_C2,2025-03-14 17:47:28,2025-03-14 17:47:52,24,M,middle_aged,2025-03-14,17
P_08481,Z_E1,2025-03-14 17:34:08,2025-03-14 17:34:22,14,M,senior,2025-03-14,17
P_08481,Z_C1,2025-03-14 17:34:56,2025-03-14 17:35:05,0,M,senior,2025-03-14,17
P_08481,Z_C2,2025-03-14 17:35:14,2025-03-14 17:35:29,15,M,senior,2025-03-14,17
P_08481,Z_C3,2025-03-14 17:35:46,2025-03-14 17:36:02,16,M,senior,2025-03-14,17
